OBJECTID,Latitude (degree),Longitude (degree),Ocean,Region,Subregion,Country,State,Beach Location,Marine Setting,Ocean Bottom Depth (m),Water Sample Depth (m),Sediment Sample Depth (m),Sampling Method,Mesh Size (mm),Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),Standardized Nurdle  Amount,Microplastics Measurement,Unit,Concentration Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,Symbology,GlobalID,Sample Date,x,y
20488,41.6522,-71.3477,Atlantic Ocean,,,United States,Rhode Island,Long Point Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,20,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",102687c7-caff-4ea3-98a9-6ba1cdb74653,12/21/2021 0:00,-71.3477,41.6522
20489,41.6243,-71.3255,Atlantic Ocean,,,United States,Rhode Island,Chase Way Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,20,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",6a22024c-b65e-4a66-b957-c7ac5b2d5581,12/21/2021 0:00,-71.3255,41.6243
20491,41.5802,-71.3234,Atlantic Ocean,,,United States,Rhode Island,T-wharf South,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",ba0e8c45-4031-4741-bb20-0c7fe3a4ca96,12/21/2021 0:00,-71.3234,41.5802
20492,41.581,-71.3225,Atlantic Ocean,,,United States,Rhode Island,T-wharf North,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,2,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",27b30ab1-34fd-4606-afb7-8e76ee653aa1,12/21/2021 0:00,-71.3225,41.581
20724,43.6426,-70.2738,Atlantic Ocean,,,United States,Maine,"Portland, Maine in harbor",Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,7,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",ef9e1136-821e-44f4-8e47-00a7edf70284,3/27/2022 0:00,-70.2738,43.6426
21029,42.8474,-71.0054,Atlantic Ocean,,,United States,New Hampshire,Hampton Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,1,10,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",346954c4-4c19-467a-bafb-3442a234d543,4/23/2022 0:00,-71.0054,42.8474
21385,41.6973,-71.2462,Atlantic Ocean,,,United States,Rhode Island,Bristol Narrows beach,Beach-Nurdle Patrol,,,,Hand picking,,,,2,100,11,,pieces/10 mins,Feb-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Medium, 2-40 pieces/10 mins",4d818e16-d983-4a2e-9b41-3f6bcd5d1017,5/24/2022 0:00,-71.2462,41.6973
21406,41.6245,-71.3256,Atlantic Ocean,,,United States,Rhode Island,Chase Way Beach,Beach-Nurdle Patrol,,,,Hand picking,,,,3,15,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",f507bc24-e260-4eaf-8955-585dc67298fb,5/26/2022 0:00,-71.3256,41.6245
21407,41.5813,-71.3222,Atlantic Ocean,,,United States,Rhode Island,T Warf - North,Beach-Nurdle Patrol,,,,Hand picking,,,,2,15,1,,pieces/10 mins,2-Jan,Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Low, 1-2 pieces/10 mins",d37d9010-968a-43a9-aeef-f72cb3c12960,5/26/2022 0:00,-71.3222,41.5813
21408,41.5803,-71.3234,Atlantic Ocean,,,United States,Rhode Island,T Warf - South,Beach-Nurdle Patrol,,,,Hand picking,,,,2,15,0,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of America (formerly Gulf of Mexico) using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,"Nurdle Patrol, Very Low, 0 pieces/10 mins",f3172aad-ee1e-4c5f-9b44-06d9ea39ead8,5/26/2022 0:00,-71.3234,41.5803
21783,41.8074,-71.39515,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Van Veen grab,0.0625,1,,,,,4433.7,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",4f621319-3ef6-4f78-b576-da0a8265bbb7,6/3/2021 0:00,-71.39515,41.8074
21784,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,1010,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",e53e9afb-6f7f-4fb3-b792-aada3b2efd3a,3/22/2021 0:00,-71.389458,41.80855
21785,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,0,pieces kg-1 d.w.,0-2,Very Low,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very Low, 0-2 pieces kg-1 d.w.",361a43a5-c721-4dc4-ac4c-72420eb2c648,3/22/2021 0:00,-71.389458,41.80855
21786,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,0,pieces kg-1 d.w.,0-2,Very Low,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very Low, 0-2 pieces kg-1 d.w.",6953987f-b2d6-4b40-a485-7c07166bd980,3/22/2021 0:00,-71.389458,41.80855
21787,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,4550,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",6dc8fe16-9842-476d-ad9d-9099ea8a7148,3/22/2021 0:00,-71.389458,41.80855
21788,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,3,,,,,1530,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",0ad157ca-a6e5-40d7-acd9-5ed51e119625,3/22/2021 0:00,-71.389458,41.80855
21789,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,3,,,,,0,pieces kg-1 d.w.,0-2,Very Low,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very Low, 0-2 pieces kg-1 d.w.",499c1b60-2270-4d0b-a18d-24799e9574ea,3/22/2021 0:00,-71.389458,41.80855
21790,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,3,,,,,0,pieces kg-1 d.w.,0-2,Very Low,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very Low, 0-2 pieces kg-1 d.w.",c606b64f-0ce5-426b-a916-ff7252c11630,3/22/2021 0:00,-71.389458,41.80855
21791,41.80855,-71.389458,Atlantic Ocean,,,United States,Rhode Island,BoldPt,Ocean sediment,,,0.05,Metal spoon,0.0625,3,,,,,40510,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",3c7f90ea-0d1a-4408-bdec-523ddc2bd98c,3/22/2021 0:00,-71.389458,41.80855
21792,41.75806,-71.3642,Atlantic Ocean,,,United States,Rhode Island,CrescentPark,Ocean sediment,,,0.05,Van Veen grab,0.0625,1,,,,,2714.2,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",3b2d52ec-3c13-4373-93c0-468fdd052b32,10/8/2020 0:00,-71.3642,41.75806
21793,41.75806,-71.3642,Atlantic Ocean,,,United States,Rhode Island,CrescentPark,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,555.66,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",1fd8890b-6f79-4c10-af4c-d2c3a71245c5,10/8/2020 0:00,-71.3642,41.75806
21794,41.75806,-71.3642,Atlantic Ocean,,,United States,Rhode Island,CrescentPark,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,813.56,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",35660bd4-c483-408b-9b65-07b5ef7ec6b3,10/8/2020 0:00,-71.3642,41.75806
21795,41.75806,-71.3642,Atlantic Ocean,,,United States,Rhode Island,CrescentPark,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,802.99,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",f70cf669-cd18-4de5-b639-b0d02bf4ca0a,10/8/2020 0:00,-71.3642,41.75806
21796,41.75806,-71.3642,Atlantic Ocean,,,United States,Rhode Island,CrescentPark,Ocean sediment,,,0.05,Metal spoon,0.0625,1,,,,,758.05,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",82d01009-6e7b-4060-9613-af06f97ea276,10/8/2020 0:00,-71.3642,41.75806
21797,41.75806,-71.3642,Atlantic Ocean,,,United States,Rhode Island,CrescentPark,Ocean sediment,,,0.05,Metal spoon,0.0625,2,,,,,492.4,pieces kg-1 d.w.,>200,Very High,"Fulfer and Walsh, 2023","Fulfer, V.M., J.P. Walsh. 2023. Extensive estuarine sedimentary storage of plastics from city to sea: Narragansett Bay, Rhode Island, USA. Scientific Report 13, 10195. https://doi.org/10.1038/s41598-023-36228-8",https://doi.org/10.1038/s41598-023-36228-8,"University of Rhode Island, USA",Narragansett Bay,281206,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:281206,"Ocean Sediment, Very High, >200 pieces kg-1 d.w.",ba86a45a-18d1-4a15-a8c9-5989f2d96ac7,10/8/2020 0:00,-71.3642,41.75806
