Study,NST_Site,General Location,Specific Location,State Name,Region,Specific Region,Coastal Ecological Area,Latitude,Longitude,NST_Sample_ID,Station Letter,Sample Number,Fiscal Year,Condition Code,Condition Code Description,Sex,Gonadal Index,Gonadal Index Description,Length,Wet Weight,Full Displacement Volume,Empty Displacement Volume,Dermo,Dermo Infection Intensity,Dermo Numerical Value,Dermo Description,Gonad Subsample Wet Weight,Ceroid,Cestode Body,Cestode Gill,Cestode Mantle,Ciliate Digestive Tract,Ciliate Gut,Ciliate Large Gill,Ciliate Small Gill,Copepod Body,Copepod Gill,Copepod Gut Digestive Tubule,Nematode,Nematopsis Body,Nematopsis Gill,Nematopsis Mantle,Neoplasm,Pea Crab,Rickettsia Digestive Tubule,Rickettsia Gut,Proctoeces,Bucephalus,Trematode Metacercariae,Trematode Metacercariae Description,Diffuse Necrosis,Focal Necrosis,Diffuse Inflammation,Focal Inflammation,Digestive Tubule Atrophy,Digestive Tubule Atrophy Description,Multinucleated sphere X,Multinucleated sphere X Description,Xenoma,Edema,Hydra Gill,Nemertine Gill,Other trematode sporocyst gill,Other trematode sporocyst gut,Protozoan Digestive Tubule,Protozoan Gut,Tumor,Unidentified Gonoduct Organism,Unidentified Organism,Unusual Digestive Tubule
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2005CBDPCV,a,12,2005,6,Fair Minus : Translucency more pronounced,Unknown,,Sample Not Tested,6.1,2.2,350,230,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,6,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,5.7,6.3,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,7,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6.2,5.6,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,8,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,7.3,10.1,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,9,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6.8,9.2,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,10,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6.9,9.5,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,11,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,7.2,14.1,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHG,Chesapeake Bay,Hog Point,Maryland,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.3123,-76.3978,MW2005CBHGCV,a,12,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6.6,8.1,570,360,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,6,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6.2,6.7,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,7,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6,6.1,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,8,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6,6.4,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,9,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6.6,6.3,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,10,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6,6.6,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,11,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6.2,7.6,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2005CBHPCV,a,12,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,5.8,6.5,450,300,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,6,2005,6,Fair Minus : Translucency more pronounced,Unknown,,Sample Not Tested,6.9,2.8,420,290,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,7,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,6.8,2.7,420,290,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,8,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,7.7,3.7,420,290,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,9,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,6.3,2.4,420,290,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,10,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.7,2.9,420,290,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,11,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.5,3,420,290,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2005CBJRCV,a,12,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,6,3,420,290,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,6,2005,7,"Poor Plus : Oyster not well-developed, darker gray, often greenish; pericardial cavity clear; small portion of shell cavity filled",Unknown,,Sample Not Tested,5.9,1.1,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,7,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,5,1.2,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,8,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,5.1,2,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,9,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.3,1.3,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,10,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.9,1.6,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,11,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,5.2,1,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBAP,Delaware Bay,Arnolds Point Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.3833,-75.45,MW2005DBAPCV,a,12,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,4.7,1.3,230,140,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,6,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.5,1.7,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,7,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,5,1,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,8,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.5,1.8,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,9,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.4,1.7,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,10,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.8,1.5,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,11,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.8,1.2,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,DBBD,Delaware Bay,Ben Davis Pt. Shoal,New Jersey,East Coast,Cape Hatteras to Delaware Bay,Delaware Bay,39.2523,-75.3028,MW2005DBBDCV,a,12,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.8,0.9,290,190,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,6,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,6.9,7,360,260,L-,Light,0.67,11-74 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,7,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6.1,4.4,360,260,L-,Light,0.67,11-74 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,8,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6.6,5,360,260,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,9,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,5.1,2.7,360,260,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,10,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6.8,5.3,360,260,H-,Heavy,4.67,>75% of tissue is hypnospores but some oyster tissue is still visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,11,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,5.8,3.8,360,260,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2005IRSRCV,a,12,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,6.7,4.1,360,260,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,6,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,6.7,3.9,380,270,L,Light,1,75-125 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,7,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,7.6,2.9,380,270,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,8,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,5.8,3.4,380,270,L,Light,1,75-125 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,9,2005,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Unknown,,Sample Not Tested,6.5,2.9,380,270,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,10,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,6,2.3,380,270,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,11,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,6.6,3.3,380,270,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2005MRCBCV,a,12,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,6.1,2.3,380,270,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,6,2005,6,Fair Minus : Translucency more pronounced,Unknown,,Sample Not Tested,5.1,0.7,210,150,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,7,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.6,0.8,210,150,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,8,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,5.2,1.2,210,150,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,9,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.3,1.2,210,150,VL,Very light,0.33,1-10 hypnospores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,10,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,4.9,1.6,210,150,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,11,2005,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Unknown,,Sample Not Tested,4.1,1.2,210,150,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2005NMMLCV,a,12,2005,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Unknown,,Sample Not Tested,4.6,1.6,210,150,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW2005PRMCCV,a,6,2005,2,Good : Not quite as firm or large as above; usually ready to spawn,Unknown,,Sample Not Tested,5.8,6.2,370,260,N,Negative,0,No hypnospores present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
