Study,NST_Site,General Location,Specific Location,State Name,Region,Specific Region,Coastal Ecological Area,Latitude,Longitude,NST_Sample_ID,Station Letter,Sample Number,Fiscal Year,Condition Code,Condition Code Description,Sex,Gonadal Index,Gonadal Index Description,Length,Wet Weight,Full Displacement Volume,Empty Displacement Volume,Dermo,Dermo Infection Intensity,Dermo Numerical Value,Dermo Description,Gonad Subsample Wet Weight,Ceroid,Cestode Body,Cestode Gill,Cestode Mantle,Ciliate Digestive Tract,Ciliate Gut,Ciliate Large Gill,Ciliate Small Gill,Copepod Body,Copepod Gill,Copepod Gut Digestive Tubule,Nematode,Nematopsis Body,Nematopsis Gill,Nematopsis Mantle,Neoplasm,Pea Crab,Rickettsia Digestive Tubule,Rickettsia Gut,Proctoeces,Bucephalus,Trematode Metacercariae,Trematode Metacercariae Description,Diffuse Necrosis,Focal Necrosis,Diffuse Inflammation,Focal Inflammation,Digestive Tubule Atrophy,Digestive Tubule Atrophy Description,Multinucleated sphere X,Multinucleated sphere X Description,Xenoma,Edema,Hydra Gill,Nemertine Gill,Other trematode sporocyst gill,Other trematode sporocyst gut,Protozoan Digestive Tubule,Protozoan Gut,Tumor,Unidentified Gonoduct Organism,Unidentified Organism,Unusual Digestive Tubule
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2001CBCCCV,a,4,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.2,5.3,300,180,N,Negative,0,No hypnospores present,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCC,Chesapeake Bay,Cape Charles,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.2845,-76.0153,MW2001CBCCCV,a,5,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.2,6.8,300,180,N,Negative,0,No hypnospores present,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2001CBCPCV,a,1,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,8.5,14.6,760,550,L,Light,1,75-125 hypnospores,,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2001CBCPCV,a,2,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.6,2.3,760,550,MH+,Moderately Heavy,4.33,>75% but much less than 100% of tissue is hypnospores,,96,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,1,1,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2001CBCPCV,a,3,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.9,8,760,550,L-,Light,0.67,11-74 hypnospores,,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,2,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2001CBCPCV,a,4,2001,6,Fair Minus : Translucency more pronounced,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.3,3.4,760,550,MH,Moderately Heavy,4,75% of tissue is hypnospores,,146,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBCP,Chesapeake Bay,Choptank River,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.6073,-76.12,MW2001CBCPCV,a,5,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,8.4,9.9,760,550,N,Negative,0,No hypnospores present,,62,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,2,2,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2001CBDPCV,a,1,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.3,5.2,280,190,N,Negative,0,No hypnospores present,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2001CBDPCV,a,2,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.8,5.1,280,190,L,Light,1,75-125 hypnospores,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2001CBDPCV,a,3,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.8,3.4,280,190,VL,Very light,0.33,1-10 hypnospores,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2001CBDPCV,a,4,2001,2,Good : Not quite as firm or large as above; usually ready to spawn,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.3,6.3,280,190,N,Negative,0,No hypnospores present,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBDP,Chesapeake Bay,Dandy Point,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0983,-76.2948,MW2001CBDPCV,a,5,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.8,3.8,280,190,L,Light,1,75-125 hypnospores,,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,2,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2001CBHPCV,a,1,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.1,5.4,510,440,L-,Light,0.67,11-74 hypnospores,,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2001CBHPCV,a,2,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,2,Oyster - 2 : Early development,7.4,9.7,510,440,VL,Very light,0.33,1-10 hypnospores,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2001CBHPCV,a,3,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Male,2,Oyster - 2 : Early development,6.7,5.9,510,440,L-,Light,0.67,11-74 hypnospores,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2001CBHPCV,a,4,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.2,5.7,510,440,LM+,Light/Moderate,2.33,>25% but much less than 50% of tissue is hypnospores,,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBHP,Chesapeake Bay,Hackett Point Bar,Maryland,East Coast,Cape Hatteras to Delaware Bay,Upper Chesapeake Bay,38.9695,-76.4147,MW2001CBHPCV,a,5,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Male,2,Oyster - 2 : Early development,6.8,4.3,510,440,MH+,Moderately Heavy,4.33,>75% but much less than 100% of tissue is hypnospores,,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,2,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2001CBJRCV,a,1,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.5,3,390,210,N,Negative,0,No hypnospores present,,34,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2001CBJRCV,a,2,2001,6,Fair Minus : Translucency more pronounced,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.4,2.8,390,210,M,Moderate,3,50% of tissue is hypnospores,,69,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,Uninfected,0,0,0,2,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2001CBJRCV,a,3,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.1,2.5,390,210,L-,Light,0.67,11-74 hypnospores,,59,0,0,0,0,0,0,0,0,0,0,0,10,7,4,0,0,0,9,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2001CBJRCV,a,4,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.3,3.3,390,210,L-,Light,0.67,11-74 hypnospores,,65,0,0,0,0,0,0,0,0,0,0,0,10,13,11,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,CBJR,Chesapeake Bay,James River,Virginia,East Coast,Cape Hatteras to Delaware Bay,Lower Chesapeake Bay and Watershed,37.0653,-76.6322,MW2001CBJRCV,a,5,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.1,4,390,210,L-,Light,0.67,11-74 hypnospores,,91,0,0,0,0,0,0,0,0,0,0,0,25,3,4,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2001IRSRCV,a,1,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.4,5.6,490,330,LM,Light/Moderate,2,25% of tissue is hypnospores,,139,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2001IRSRCV,a,2,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.7,6.2,490,330,N,Negative,0,No hypnospores present,,278,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Uninfected,0,0,0,1,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2001IRSRCV,a,3,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.4,5.8,490,330,N,Negative,0,No hypnospores present,,82,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2001IRSRCV,a,4,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,5.9,2.7,490,330,H-,Heavy,4.67,>75% of tissue is hypnospores but some oyster tissue is still visible,,87,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,Uninfected,0,0,0,1,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,IRSR,Indian River,Sebastian River,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,27.8295,-80.4743,MW2001IRSRCV,a,5,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Female,2,Oyster - 2 : Early development,6.6,3.9,490,330,L,Light,1,75-125 hypnospores,,86,0,0,0,0,0,0,0,0,0,0,0,3,16,1,0,1,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2001MRCBCV,a,1,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Female,3,Oyster - 3 : Mid development,7,3.7,310,290,L+,Light,1.33,>125 hypnospores but much less than 25% of tissue is hypnospores,,94,1,0,0,0,1,0,0,0,0,0,0,9,14,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2001MRCBCV,a,2,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,7.2,2.7,310,290,VL,Very light,0.33,1-10 hypnospores,,31,0,0,0,0,0,0,0,0,0,0,0,12,57,1,0,0,0,0,0,0,0,Uninfected,0,0,0,0,0,"Normal wall thickness in most tubules, lumen nearly occluded, few tubules even slightly atrophied",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2001MRCBCV,a,3,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.9,2.8,310,290,LM-,Light/Moderate,1.66,<25% of tissue is hypnospores,,144,0,0,0,1,1,0,0,0,0,0,0,22,8,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2001MRCBCV,a,4,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.8,2.5,310,290,L-,Light,0.67,11-74 hypnospores,,149,1,0,0,0,0,0,0,0,0,0,0,45,5,1,0,0,2,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,MRCB,Matanzas River,Crescent Beach,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,29.764,-81.2618,MW2001MRCBCV,a,5,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.9,2.4,310,290,N,Negative,0,No hypnospores present,,117,1,0,0,0,0,0,0,0,0,0,0,19,11,3,0,0,1,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2001NMMLCV,a,1,2001,5,Fair : Oyster well-developed but not opaque or tending toward white; grayish and translucent; flesh flaccid,Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.6,2.8,300,200,L-,Light,0.67,11-74 hypnospores,,69,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2001NMMLCV,a,2,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Male,4,Oyster - 4 : Late development,6.7,3.7,300,200,N,Negative,0,No hypnospores present,,78,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2001NMMLCV,a,3,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.5,3.8,300,200,N,Negative,0,No hypnospores present,,125,0,0,0,0,0,0,6,0,0,0,0,6,3,2,0,0,0,0,0,0,0,Uninfected,0,0,0,0,1,"Average wall thickness less than normal but greater then one-half normal thickness, most tubules showing some atrophy, some tubules still normal",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2001NMMLCV,a,4,2001,4,"Fair Plus : Animal distinctly not filling shell cavity; coloration often mottled, with blood vessels and muscle fibers showing through the more translucent epithelium",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,6.3,2.9,300,200,N,Negative,0,No hypnospores present,,116,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,0,Uninfected,0,0,0,1,2,Wall thickness averaging about one-half as thick as normal,0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,NMML,North Miami,Maule Lake,Florida,East Coast,Florida Keys to Cape Hatteras,Georgia-Florida Border to Biscayne Bay,25.9377,-80.1497,MW2001NMMLCV,a,5,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,7,Oyster - 7 : Spawned: Some mature gametes still remaining,6.8,5.4,300,200,L+,Light,1.33,>125 hypnospores but much less than 25% of tissue is hypnospores,,117,0,0,0,0,0,0,0,0,0,0,0,7,11,5,0,0,0,0,0,0,0,Uninfected,0,0,0,0,3,"Wall thickness less than one-half of normal, most tubules walls significantly atrophied, some walls extremely thin",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW2001PRMCCV,a,1,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Female,8,Oyster - 8 : Spawned: Few Gametes visible,6.6,9.6,750,460,VL,Very light,0.33,1-10 hypnospores,,97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
Mussel Watch,PRMC,Potomac River,Mattox Creek,Virginia,East Coast,Cape Hatteras to Delaware Bay,Central Chesapeake Bay,38.2233,-76.9615,MW2001PRMCCV,a,2,2001,3,"Good Minus : Coloration less opaque, often slightly yellow or gray",Indeterminate,1,Oyster - 1 : Sexually undifferentiated,8.5,12.2,750,460,L-,Light,0.67,11-74 hypnospores,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uninfected,0,0,0,0,4,"Wall extremely thin, nearly all tubules affects",0,"Uninfected, no parasites found in the tissue cross-section",0,,,,,,,,,0,0,0
